742,1.246
743,1.271
744,1.26
745,1.263
746,1.273
747,1.2570000000000001
748,1.253
749,1.246
750,1.2590000000000001
751,1.266
752,1.271
753,1.248
754,1.252
755,1.263
756,1.255
757,1.261
758,1.2570000000000001
759,1.264
760,1.273
761,1.246
762,1.272
763,1.253
764,1.266
765,1.235
766,1.252
767,1.248
768,1.249
769,1.27
770,1.255
771,1.253
772,1.247
773,1.264
774,1.239
775,1.263
776,1.272
777,1.2409999999999999
778,1.246
779,1.235
780,1.251
781,1.26
782,1.249
783,1.258
784,1.273
785,1.253
786,1.242
787,1.253
788,1.239
789,1.242
790,1.2590000000000001
791,1.234
792,1.2409999999999999
793,1.25
794,1.271
795,1.251
796,1.26
797,1.252
798,1.263
799,1.258
800,1.25
801,1.261
802,1.2570000000000001
803,1.242
804,1.273
805,1.246
806,1.2429999999999999
807,1.253
808,1.227
809,1.234
810,1.266
811,1.24
812,1.25
813,1.252
814,1.248
815,1.224
816,1.26
817,1.27
818,1.255
819,1.2429999999999999
820,1.25
821,1.247
822,1.264
823,1.239
824,1.263
825,1.2429999999999999
826,1.24
827,1.272
828,1.227
829,1.252
830,1.246
831,1.235
832,1.24
833,1.239
834,1.26
835,1.249
836,1.224
837,1.242
838,1.273
839,1.253
840,1.2429999999999999
841,1.2429999999999999
842,1.239
843,1.253
844,1.249
845,1.239
846,1.24
847,1.2409999999999999
848,1.2590000000000001
849,1.2409999999999999
850,1.252
851,1.228
852,1.271
853,1.251
854,1.239
855,1.2409999999999999
856,1.261
857,1.263
858,1.258
859,1.242
860,1.229
861,1.273
862,1.2570000000000001
863,1.2429999999999999
864,1.242
865,1.229
866,1.253
867,1.249
868,1.242
869,1.256
870,1.246
871,1.252
872,1.2409999999999999
873,1.234
874,1.2209999999999999
875,1.266
876,1.228
877,1.25
878,1.27
879,1.2429999999999999
880,1.248
881,1.2409999999999999
882,1.239
883,1.247
884,1.255
885,1.229
886,1.25
887,1.213
888,1.263
889,1.242
890,1.229
891,1.264
892,1.234
893,1.246
894,1.2429999999999999
895,1.256
896,1.2209999999999999
897,1.272
898,1.227
899,1.2209999999999999
900,1.26
901,1.213
902,1.235
903,1.24
904,1.2429999999999999
905,1.222
906,1.273
907,1.224
908,1.249
909,1.239
910,1.217
911,1.253
912,1.2429999999999999
913,1.213
914,1.213
915,1.252
916,1.239
917,1.226
918,1.234
919,1.239
920,1.261
921,1.24
922,1.217
923,1.2209999999999999
924,1.271
925,1.2409999999999999
926,1.252
927,1.222
928,1.273
929,1.263
930,1.239
931,1.222
932,1.235
933,1.253
934,1.2570000000000001
935,1.242
936,1.217
937,1.226
938,1.258
939,1.252
940,1.246
941,1.2429999999999999
942,1.248
943,1.242
944,1.27
945,1.249
946,1.226
947,1.214
948,1.266
949,1.242
950,1.2409999999999999
951,1.217
952,1.2309999999999999
953,1.247
954,1.234
955,1.248
956,1.228
957,1.222
958,1.226
959,1.25
960,1.263
961,1.255
962,1.2409999999999999
963,1.216
964,1.26
965,1.246
966,1.264
967,1.229
968,1.226
969,1.222
970,1.25
971,1.26
972,1.248
973,1.229
974,1.23
975,1.272
976,1.242
977,1.214
978,1.256
979,1.2329999999999999
980,1.273
981,1.2429999999999999
982,1.235
983,1.2309999999999999
984,1.226
985,1.227
986,1.253
987,1.249
988,1.226
989,1.2429999999999999
990,1.249
991,1.24
992,1.2590000000000001
993,1.253
994,1.216
995,1.239
996,1.224
997,1.232
998,1.271
999,1.222
1000,1.239
1001,1.213
1002,1.232
1003,1.23
1004,1.234
1005,1.239
1006,1.214
1007,1.2409999999999999
1008,1.2329999999999999
1009,1.2209999999999999
1010,1.218
1011,1.24
1012,1.2570000000000001
1013,1.251
1014,1.252
1015,1.226
1016,1.213
1017,1.217
1018,1.252
1019,1.246
1020,1.258
1021,1.261
1022,1.249
1023,1.222
1024,1.216
1025,1.239
1026,1.266
1027,1.217
1028,1.232
1029,1.222
1030,1.242
1031,1.273
1032,1.242
1033,1.213
1034,1.232
1035,1.248
1036,1.2309999999999999
1037,1.2429999999999999
1038,1.253
1039,1.226
1040,1.234
1041,1.214
1042,1.242
1043,1.255
1044,1.252
1045,1.217
1046,1.25
1047,1.218
1048,1.2229999999999999
1049,1.2409999999999999
1050,1.264
1051,1.27
1052,1.26
1053,1.222
1054,1.217
1055,1.239
1056,1.228
1057,1.272
1058,1.25
1059,1.235
1060,1.216
1061,1.247
1062,1.235
1063,1.2409999999999999
1064,1.242
1065,1.226
1066,1.222
1067,1.235
1068,1.242
1069,1.229
1070,1.263
1071,1.2429999999999999
1072,1.248
1073,1.2309999999999999
1074,1.22
1075,1.229
1076,1.249
1077,1.246
1078,1.227
1079,1.214
1080,1.242
1081,1.212
1082,1.256
1083,1.253
1084,1.24
1085,1.26
1086,1.2309999999999999
1087,1.2229999999999999
1088,1.23
1089,1.2209999999999999
1090,1.239
1091,1.224
1092,1.226
1093,1.239
1094,1.224
1095,1.2429999999999999
1096,1.2429999999999999
1097,1.216
1098,1.2409999999999999
1099,1.235
1100,1.222
1101,1.239
1102,1.253
1103,1.239
1104,1.222
1105,1.242
1106,1.239
1107,1.251
1108,1.213
1109,1.2590000000000001
1110,1.24
1111,1.23
1112,1.217
1113,1.22
1114,1.234
1115,1.258
1116,1.252
1117,1.271
1118,1.2329999999999999
1119,1.228
1120,1.212
1121,1.2209999999999999
1122,1.242
1123,1.239
1124,1.226
1125,1.2309999999999999
1126,1.23
1127,1.263
1128,1.213
1129,1.242
1130,1.242
1131,1.249
1132,1.214
1133,1.224
1134,1.222
1135,1.2570000000000001
1136,1.234
1137,1.2429999999999999
1138,1.232
1139,1.216
1140,1.222
1141,1.217
1142,1.252
1143,1.246
1144,1.25
1145,1.249
1146,1.239
1147,1.216
1148,1.213
1149,1.26
1150,1.261
1151,1.2409999999999999
1152,1.217
1153,1.235
1154,1.214
1155,1.226
1156,1.25
1157,1.228
1158,1.228
1159,1.273
1160,1.218
1161,1.235
1162,1.248
1163,1.217
1164,1.242
1165,1.2409999999999999
1166,1.2309999999999999
1167,1.217
1168,1.2109999999999999
1169,1.222
1170,1.253
1171,1.255
1172,1.2429999999999999
1173,1.229
1174,1.214
1175,1.216
1176,1.227
1177,1.235
1178,1.252
1179,1.227
1180,1.264
1181,1.216
1182,1.229
1183,1.222
1184,1.2229999999999999
1185,1.226
1186,1.24
1187,1.27
1188,1.272
1189,1.216
1190,1.256
1191,1.2309999999999999
1192,1.247
1193,1.248
1194,1.224
1195,1.235
1196,1.247
1197,1.2209999999999999
1198,1.216
1199,1.235
1200,1.214
1201,1.2429999999999999
1202,1.235
1203,1.2429999999999999
1204,1.225
1205,1.2309999999999999
1206,1.263
1207,1.249
1208,1.239
1209,1.2109999999999999
1210,1.224
1211,1.226
1212,1.246
1213,1.253
1214,1.24
1215,1.245
1216,1.227
1217,1.235
1218,1.213
1219,1.216
1220,1.252
1221,1.26
1222,1.239
1223,1.2229999999999999
1224,1.215
1225,1.242
1226,1.222
1227,1.239
1228,1.226
1229,1.247
1230,1.273
1231,1.2209999999999999
1232,1.22
1233,1.23
1234,1.242
1235,1.22
1236,1.216
1237,1.213
1238,1.212
1239,1.2329999999999999
1240,1.253
1241,1.251
1242,1.2429999999999999
1243,1.2429999999999999
1244,1.225
1245,1.23
1246,1.226
1247,1.2590000000000001
1248,1.258
1249,1.249
1250,1.224
1251,1.224
1252,1.217
1253,1.224
1254,1.249
1255,1.2409999999999999
1256,1.242
1257,1.245
1258,1.236
1259,1.222
1260,1.232
1261,1.228
1262,1.242
1263,1.215
1264,1.226
1265,1.2209999999999999
1266,1.239
1267,1.263
1268,1.232
1269,1.252
1270,1.2409999999999999
1271,1.234
1272,1.226
1273,1.217
1274,1.217
1275,1.217
1276,1.2570000000000001
1277,1.214
1278,1.229
1279,1.261
1280,1.25
1281,1.22
1282,1.215
1283,1.222
1284,1.228
1285,1.218
1286,1.246
1287,1.229
1288,1.2429999999999999
1289,1.227
1290,1.273
1291,1.2309999999999999
1292,1.235
1293,1.217
1294,1.256
1295,1.266
1296,1.232
1297,1.214
1298,1.226
1299,1.253
1300,1.216
1301,1.242
1302,1.2209999999999999
1303,1.236
1304,1.244
1305,1.248
1306,1.222
1307,1.252
1308,1.2429999999999999
1309,1.2429999999999999
1310,1.2209999999999999
1311,1.214
1312,1.2209999999999999
1313,1.216
1314,1.255
1315,1.2309999999999999
1316,1.27
1317,1.227
1318,1.239
1319,1.217
1320,1.232
1321,1.2309999999999999
1322,1.235
1323,1.242
1324,1.264
1325,1.24
1326,1.213
1327,1.249
1328,1.215
1329,1.226
1330,1.235
1331,1.2229999999999999
1332,1.224
1333,1.272
1334,1.227
1335,1.235
1336,1.216
1337,1.2109999999999999
1338,1.263
1339,1.239
1340,1.2429999999999999
1341,1.232
1342,1.2209999999999999
1343,1.228
1344,1.222
1345,1.227
1346,1.235
1347,1.246
1348,1.239
1349,1.213
1350,1.229
1351,1.244
1352,1.23
1353,1.2229999999999999
1354,1.249
1355,1.242
1356,1.24
1357,1.222
1358,1.225
1359,1.2329999999999999
1360,1.247
1361,1.22
1362,1.253
1363,1.252
1364,1.217
1365,1.216
1366,1.226
1367,1.273
1368,1.216
1369,1.212
1370,1.239
1371,1.239
1372,1.213
1373,1.249
1374,1.239
1375,1.249
1376,1.225
1377,1.253
1378,1.23
1379,1.242
1380,1.226
1381,1.235
1382,1.246
1383,1.224
1384,1.2409999999999999
1385,1.232
1386,1.224
1387,1.2590000000000001
1388,1.2429999999999999
1389,1.217
1390,1.228
1391,1.216
1392,1.245
1393,1.232
1394,1.251
1395,1.222
1396,1.249
1397,1.271
1398,1.222
1399,1.229
1400,1.235
1401,1.215
1402,1.214
1403,1.239
1404,1.258
1405,1.2409999999999999
1406,1.235
1407,1.225
1408,1.216
1409,1.226
1410,1.263
1411,1.218
1412,1.217
1413,1.242
1414,1.226
1415,1.228
1416,1.216
1417,1.2309999999999999
1418,1.22
1419,1.217
1420,1.2570000000000001
1421,1.228
1422,1.248
1423,1.2409999999999999
1424,1.239
1425,1.24
1426,1.216
1427,1.2309999999999999
1428,1.246
1429,1.252
1430,1.214
1431,1.234
1432,1.229
1433,1.246
1434,1.2409999999999999
1435,1.224
1436,1.222
1437,1.214
1438,1.25
1439,1.2309999999999999
1440,1.216
1441,1.229
1442,1.261
1443,1.234
1444,1.236
1445,1.2309999999999999
1446,1.216
1447,1.26
1448,1.226
1449,1.235
1450,1.256
1451,1.229
1452,1.248
1453,1.273
1454,1.242
1455,1.216
1456,1.25
1457,1.216
1458,1.216
1459,1.2209999999999999
1460,1.217
1461,1.234
1462,1.2229999999999999
1463,1.255
1464,1.235
1465,1.253
1466,1.242
1467,1.222
1468,1.2309999999999999
1469,1.2429999999999999
1470,1.215
1471,1.229
1472,1.239
1473,1.235
1474,1.264
1475,1.252
1476,1.2429999999999999
1477,1.23
1478,1.24
1479,1.227
1480,1.239
1481,1.2229999999999999
1482,1.235
1483,1.2109999999999999
1484,1.227
1485,1.2329999999999999
1486,1.272
1487,1.27
1488,1.2409999999999999
1489,1.232
1490,1.213
1491,1.227
1492,1.242
1493,1.227
1494,1.24
1495,1.226
1496,1.234
1497,1.244
1498,1.234
1499,1.235
1500,1.229
1501,1.247
1502,1.22
1503,1.2229999999999999
1504,1.224
1505,1.249
1506,1.229
1507,1.2209999999999999
1508,1.2209999999999999
1509,1.213
1510,1.212
1511,1.249
1512,1.247
1513,1.263
1514,1.2429999999999999
1515,1.232
1516,1.232
1517,1.213
1518,1.234
1519,1.2329999999999999
1520,1.23
1521,1.216
1522,1.253
1523,1.239
1524,1.246
1525,1.249
1526,1.232
1527,1.222
1528,1.229
1529,1.2229999999999999
1530,1.224
1531,1.225
1532,1.24
1533,1.239
1534,1.235
1535,1.26
1536,1.214
1537,1.2229999999999999
1538,1.2309999999999999
1539,1.222
1540,1.224
1541,1.252
1542,1.228
1543,1.213
1544,1.218
1545,1.227
1546,1.2409999999999999
1547,1.224
1548,1.239
1549,1.273
1550,1.245
1551,1.239
1552,1.229
1553,1.217
1554,1.229
1555,1.217
1556,1.235
1557,1.215
1558,1.251
1559,1.253
1560,1.242
1561,1.217
1562,1.225
1563,1.213
1564,1.218
1565,1.226
1566,1.258
1567,1.2590000000000001
1568,1.2429999999999999
1569,1.222
1570,1.216
1571,1.222
1572,1.2329999999999999
1573,1.2309999999999999
1574,1.216
1575,1.22
1576,1.252
1577,1.249
1578,1.242
1579,1.239
1580,1.2309999999999999
1581,1.235
1582,1.271
1583,1.2229999999999999
1584,1.214
1585,1.229
1586,1.2429999999999999
1587,1.242
1588,1.2409999999999999
1589,1.261
1590,1.246
1591,1.226
1592,1.242
1593,1.2309999999999999
1594,1.216
1595,1.232
1596,1.263
1597,1.224
1598,1.228
1599,1.234
1600,1.216
1601,1.2229999999999999
1602,1.224
